"Category","Name","ID","Verbose ID","pValue",S100A2,TNFRSF6B,CDC42EP5,SLC34A2,SAA1,SAA2,PI3,MUC5B,LCN2,RARRES1,IGFBP5,BPIFA1,S100A16,KRT18,CXCL6,ABCA13,MUC5AC,AQP5,SERPINB3,PDZK1IP1,SERPINB4,CXCL17,CFB,AGR2,SFN,S100A14,ZG16B,MSMB,ASS1,SLPI
"ToppCell Atlas","droplet-Mammary_Gland-nan-21m-Epithelial-basal_cell|Mammary_Gland / Skin_Bladder_Kidney_Mammary_Gland - method, tissue, subtissue, age, lineage, cell ontology and free annotation","717e6a66bad50e711442d71360b540789646b334","toppcell_717e6a66bad50e711442d71360b540789646b334_droplet-Mammary_Gland-nan-21m-Epithelial-basal_c...",8.58463961628671E-6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"ToppCell Atlas","droplet-Bladder-Unstain-18m-Epithelial-bladder_urothelial_cell|Bladder / Skin_Bladder_Kidney_Mammary_Gland - method, tissue, subtissue, age, lineage, cell ontology and free annotation","dde7a4e84f476d0cf8df240dae6290220c9cdcc9","toppcell_dde7a4e84f476d0cf8df240dae6290220c9cdcc9_droplet-Bladder-Unstain-18m-Epithelial-bladder_u...",8.58463961628671E-6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ToppCell Atlas","3'-Parenchyma_lung-Epithelial-Alveolar_epithelium|3' / 5'-vs-3', Tissue groups, Lineages, Lineage subclass, Cell_type2, Cell_subtype2_L4.5","3e24570def013d5b0b1ef1d7a5ced7dfd922590b","toppcell_3e24570def013d5b0b1ef1d7a5ced7dfd922590b_3'-Parenchyma_lung-Epithelial-Alveolar_epitheliu...",8.58463961628671E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"ToppCell Atlas","PND01-Epithelial-Epithelial_Alveolar|PND01 / Age_group by Lineage, Lineage_subclass, Cell_type, subtypes-by-prolif","9337111d75a487abc02969337718c30b1fe81379","toppcell_9337111d75a487abc02969337718c30b1fe81379_PND01-Epithelial-Epithelial_Alveolar|PND01_/_Age...",8.58463961628671E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"ToppCell Atlas","droplet-Mammary_Gland-nan-18m|Mammary_Gland / Skin_Bladder_Kidney_Mammary_Gland - method, tissue, subtissue, age, lineage, cell ontology and free annotation","c771ac1db8bd5f3a80bd3484094a58c28983f97b","toppcell_c771ac1db8bd5f3a80bd3484094a58c28983f97b_droplet-Mammary_Gland-nan-18m|Mammary_Gland_/_Sk...",8.58463961628671E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"ToppCell Atlas","droplet-Tongue-TONGUE-1m-Epithelial-keratinocyte|Tongue / Tongue_Heart_Limb_Muscle_Aorta_Diaphragm - method, tissue, subtissue, age, lineage, cell ontology and free annotation","c54b19e31efe2c9ae690062569da7c0f1120a1d8","toppcell_c54b19e31efe2c9ae690062569da7c0f1120a1d8_droplet-Tongue-TONGUE-1m-Epithelial-keratinocyte...",8.58463961628671E-6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"ToppCell Atlas","IPF-Multiplet|IPF / Disease state, Lineage and Cell class","eacc0449ae6f3ad8002268cd061467684c6fb9a7","toppcell_eacc0449ae6f3ad8002268cd061467684c6fb9a7_IPF-Multiplet|IPF_/_Disease_state,_Lineage_and_C...",8.58463961628671E-6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"ToppCell Atlas","3'-Adult-LargeIntestine-Epithelial-goblet-BEST2+_Goblet_cell|Adult / Celltypes from developing, pediatric, Crohn's, & adult GI tract","3365768101454060b9ea96ef6b426c76c150bc8f","toppcell_3365768101454060b9ea96ef6b426c76c150bc8f_3'-Adult-LargeIntestine-Epithelial-goblet-BEST2+...",8.58463961628671E-6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"ToppCell Atlas","PCW_10-12-Epithelial-Epithelial_airway-epi_proximal_progenitor2_(4)|PCW_10-12 / Celltypes from embryonic and fetal-stage human lung","d673f8844896d5c7b76a7bc7f6b88a039f1bc263","toppcell_d673f8844896d5c7b76a7bc7f6b88a039f1bc263_PCW_10-12-Epithelial-Epithelial_airway-epi_proxi...",8.58463961628671E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"ToppCell Atlas","cellseq-Epithelial-Epithelial_Alveolar-AT2|cellseq / Celltype signatures by Technology, Lineage, Lineage_subclass, Celltype_group, Cell_type2","955a0a7244cd7eaf006a39e1bd03333baf6f30a4","toppcell_955a0a7244cd7eaf006a39e1bd03333baf6f30a4_cellseq-Epithelial-Epithelial_Alveolar-AT2|cells...",8.58463961628671E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"ToppCell Atlas","3'-Parenchyma_lung-Epithelial-Alveolar_epithelium-type_II_pneumocyte-AT2|3' / 5'-vs-3', Tissue groups, Lineages, Lineage subclass, Cell_type2, Cell_subtype2_L4.5","6617abca0009ad3d8731f515f91ab275f9ea4c40","toppcell_6617abca0009ad3d8731f515f91ab275f9ea4c40_3'-Parenchyma_lung-Epithelial-Alveolar_epitheliu...",8.58463961628671E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"ToppCell Atlas","normal_Lung-Epithelial_cells-AT2|Epithelial_cells / Location, Cell class and cell subclass","81e13fe337f1d0a83d0deb86a0df797d306cd24d","toppcell_81e13fe337f1d0a83d0deb86a0df797d306cd24d_normal_Lung-Epithelial_cells-AT2|Epithelial_cell...",8.58463961628671E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"ToppCell Atlas","3'-GW_trimst-1-SmallIntestine-Mesenchymal-mesothelial_cell|GW_trimst-1 / Celltypes from developing, pediatric, Crohn's, & adult GI tract","8a9d05f7a5397836b7dfb8ae4f7c4896042ac0fe","toppcell_8a9d05f7a5397836b7dfb8ae4f7c4896042ac0fe_3'-GW_trimst-1-SmallIntestine-Mesenchymal-mesoth...",8.58463961628671E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"ToppCell Atlas","cellseq-Epithelial-Epithelial_Alveolar-AT2-AT2|cellseq / Celltype signatures by Technology, Lineage, Lineage_subclass, Celltype_group, Cell_type2","6867f9c56ea27a17c8c4099aae0d79903c3748a5","toppcell_6867f9c56ea27a17c8c4099aae0d79903c3748a5_cellseq-Epithelial-Epithelial_Alveolar-AT2-AT2|c...",8.58463961628671E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"ToppCell Atlas","AT2_cells-Donor_08|World / lung cells shred on cell class, cell subclass, sample id","33f60762f00cd6f4757d8a8d5227141558ac823e","toppcell_33f60762f00cd6f4757d8a8d5227141558ac823e_AT2_cells-Donor_08|World_/_lung_cells_shred_on_c...",8.58463961628671E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"ToppCell Atlas","PCW_10-12-Epithelial-Epithelial_proliferating|PCW_10-12 / Celltypes from embryonic and fetal-stage human lung","ce1ba5911e8a6ddb07434acc37147c38e94245ff","toppcell_ce1ba5911e8a6ddb07434acc37147c38e94245ff_PCW_10-12-Epithelial-Epithelial_proliferating|PC...",8.58463961628671E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ToppCell Atlas","3'-Broncho-tracheal-Epithelial-Airway_ciliated-ciliated_columnar_cell_of_tracheobronchial_tree-Multiciliated_(non-nasal)-Multiciliated_(non-nasal)_L.0.3.2.1|3' / 5'-vs-3', Tissue groups, Lineages, Lineage subclass, Cell_type2, Cell_subtype2_L4.5","9651ee03738226ee10e901f8b9ec6a417eb9c301","toppcell_9651ee03738226ee10e901f8b9ec6a417eb9c301_3'-Broncho-tracheal-Epithelial-Airway_ciliated-c...",8.58463961628671E-6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"ToppCell Atlas","3'-Child04-06-SmallIntestine-Epithelial-epithelial_progenitor_cell-Stem_cells|Child04-06 / Celltypes from developing, pediatric, Crohn's, & adult GI tract","b67d4f34cae729c18275486d3b20c9dd7d5cbe79","toppcell_b67d4f34cae729c18275486d3b20c9dd7d5cbe79_3'-Child04-06-SmallIntestine-Epithelial-epitheli...",8.58463961628671E-6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"ToppCell Atlas","5'-GW_trimst-2-LargeIntestine-Epithelial-goblet|GW_trimst-2 / Celltypes from developing, pediatric, Crohn's, & adult GI tract","09605533aa5947bb2e5a6725c1ce89f79d330bf5","toppcell_09605533aa5947bb2e5a6725c1ce89f79d330bf5_5'-GW_trimst-2-LargeIntestine-Epithelial-goblet|...",8.58463961628671E-6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ToppCell Atlas","AT2_cells-Donor_06|World / lung cells shred on cell class, cell subclass, sample id","b0cea3f4e59635913d243612f2e8cf4c7b34e726","toppcell_b0cea3f4e59635913d243612f2e8cf4c7b34e726_AT2_cells-Donor_06|World_/_lung_cells_shred_on_c...",8.58463961628671E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"ToppCell Atlas","PCW_13-14-Epithelial-Epithelial_alveolar-distal-epi_CTGF^high_distal_(3)|PCW_13-14 / Celltypes from embryonic and fetal-stage human lung","62d369a8af2b76a2553bc8ff9cb89a133b060123","toppcell_62d369a8af2b76a2553bc8ff9cb89a133b060123_PCW_13-14-Epithelial-Epithelial_alveolar-distal-...",8.58463961628671E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ToppCell Atlas","3'-Parenchyma_lung-Epithelial-Alveolar_epithelium-type_II_pneumocyte|3' / 5'-vs-3', Tissue groups, Lineages, Lineage subclass, Cell_type2, Cell_subtype2_L4.5","fc0ae145a2118df7cbbc9ac4ca9dc12d26c087c4","toppcell_fc0ae145a2118df7cbbc9ac4ca9dc12d26c087c4_3'-Parenchyma_lung-Epithelial-Alveolar_epitheliu...",8.58463961628671E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"ToppCell Atlas","5'-GW_trimst-2-LargeIntestine-Epithelial-goblet-Goblet_cell|GW_trimst-2 / Celltypes from developing, pediatric, Crohn's, & adult GI tract","7ff04c45a02df01e3816f3c1d43585a93182a730","toppcell_7ff04c45a02df01e3816f3c1d43585a93182a730_5'-GW_trimst-2-LargeIntestine-Epithelial-goblet-...",8.58463961628671E-6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ToppCell Atlas","droplet-Mammary_Gland-nan-21m-Epithelial-basal_cell|Mammary_Gland / Skin_Bladder_Kidney_Mammary_Gland - method, tissue, subtissue, age, lineage, cell ontology and free annotation","10774b5ce17d4edd23dbf4709b11cc87cc2b87be","toppcell_10774b5ce17d4edd23dbf4709b11cc87cc2b87be_droplet-Mammary_Gland-nan-21m-Epithelial-basal_c...",8.58463961628671E-6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"ToppCell Atlas","facs-Mammary_Gland|facs / Skin_Bladder_Kidney_Mammary_Gland - method, tissue, subtissue, age, lineage, cell ontology and free annotation","21cfcb751e548591fc8724a8329c294da6012e0f","toppcell_21cfcb751e548591fc8724a8329c294da6012e0f_facs-Mammary_Gland|facs_/_Skin_Bladder_Kidney_Ma...",8.58463961628671E-6,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ToppCell Atlas","3'-Parenchyma_lung-Epithelial|3' / 5'-vs-3', Tissue groups, Lineages, Lineage subclass, Cell_type2, Cell_subtype2_L4.5","eec187c087e432417bc346c5d3ead72f58bf3215","toppcell_eec187c087e432417bc346c5d3ead72f58bf3215_3'-Parenchyma_lung-Epithelial|3'_/_5'-vs-3',_Tis...",8.58463961628671E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"ToppCell Atlas","11.5-Distal-Epithelial-Bud_tip_progenitor|Distal / Age, Tissue, Lineage and Cell class","42eae265e2f2082983d8c2607c7f6a53a526d124","toppcell_42eae265e2f2082983d8c2607c7f6a53a526d124_11.5-Distal-Epithelial-Bud_tip_progenitor|Distal...",8.759435234150158E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ToppCell Atlas","3'-Parenchyma_lung-Epithelial-Alveolar_epithelium-type_II_pneumocyte-AT2-AT2_L.0.1.2.0|3' / 5'-vs-3', Tissue groups, Lineages, Lineage subclass, Cell_type2, Cell_subtype2_L4.5","a6a52cafd7c9994bc3d2f68b15a1491cd96ef908","toppcell_a6a52cafd7c9994bc3d2f68b15a1491cd96ef908_3'-Parenchyma_lung-Epithelial-Alveolar_epitheliu...",8.759435234150158E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ToppCell Atlas","3'-GW_trimst-1.5-LargeIntestine-Epithelial|GW_trimst-1.5 / Celltypes from developing, pediatric, Crohn's, & adult GI tract","0df0dbe60e6f643912e5ff30c22415a0513f9bf1","toppcell_0df0dbe60e6f643912e5ff30c22415a0513f9bf1_3'-GW_trimst-1.5-LargeIntestine-Epithelial|GW_tr...",8.759435234150158E-6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ToppCell Atlas","3'-GW_trimst-1.5-LargeIntestine-Epithelial-mature_enterocytic|GW_trimst-1.5 / Celltypes from developing, pediatric, Crohn's, & adult GI tract","153326be031a58b720da4dab57edd8936d513f8e","toppcell_153326be031a58b720da4dab57edd8936d513f8e_3'-GW_trimst-1.5-LargeIntestine-Epithelial-matur...",8.759435234150158E-6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ToppCell Atlas","metastatic_Brain-T/NK_cells-Undetermined|T/NK_cells / Location, Cell class and cell subclass","c17e105e47446a48aa06e1a3810828e20aa56ea9","toppcell_c17e105e47446a48aa06e1a3810828e20aa56ea9_metastatic_Brain-T/NK_cells-Undetermined|T/NK_ce...",8.759435234150158E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"ToppCell Atlas","PCW_13-14-Epithelial-Epithelial_proliferating|PCW_13-14 / Celltypes from embryonic and fetal-stage human lung","7b17d47b7758d8ccf9dbefd097aeb553791a1eed","toppcell_7b17d47b7758d8ccf9dbefd097aeb553791a1eed_PCW_13-14-Epithelial-Epithelial_proliferating|PC...",8.759435234150158E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ToppCell Atlas","3'-GW_trimst-1.5-LargeIntestine-Epithelial-mature_enterocytic-Colonocyte|GW_trimst-1.5 / Celltypes from developing, pediatric, Crohn's, & adult GI tract","b7748618aaf3ace40940be1b6ca2148e941541a2","toppcell_b7748618aaf3ace40940be1b6ca2148e941541a2_3'-GW_trimst-1.5-LargeIntestine-Epithelial-matur...",8.759435234150158E-6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ToppCell Atlas","wk_20-22-Epithelial-Proximal_epithelial-Club|wk_20-22 / Celltypes from embryonic and fetal-stage human lung","4e4c632db73b1340d80bf40a7657cb4821084d3c","toppcell_4e4c632db73b1340d80bf40a7657cb4821084d3c_wk_20-22-Epithelial-Proximal_epithelial-Club|wk_...",8.759435234150158E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"ToppCell Atlas","droplet-Mammary_Gland-nan-3m-Epithelial-luminal_progenitor_cell|Mammary_Gland / Skin_Bladder_Kidney_Mammary_Gland - method, tissue, subtissue, age, lineage, cell ontology and free annotation","22fcfb713f402ebbd43b2822f0fd919cdbfba6e4","toppcell_22fcfb713f402ebbd43b2822f0fd919cdbfba6e4_droplet-Mammary_Gland-nan-3m-Epithelial-luminal_...",8.759435234150158E-6,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ToppCell Atlas","wk_20-22-Epithelial-Distal_epithelial|wk_20-22 / Celltypes from embryonic and fetal-stage human lung","cd507ee2baf4f52d6498811b3510d3164b56311f","toppcell_cd507ee2baf4f52d6498811b3510d3164b56311f_wk_20-22-Epithelial-Distal_epithelial|wk_20-22_/...",8.759435234150158E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"ToppCell Atlas","5'-Parenchyma_lung-Epithelial-Alveolar_epithelium-type_II_pneumocyte-AT2-AT2_L.0.1.0.2|5' / 5'-vs-3', Tissue groups, Lineages, Lineage subclass, Cell_type2, Cell_subtype2_L4.5","9d267dd293fde05f04febc0a9d15776c5b782a1c","toppcell_9d267dd293fde05f04febc0a9d15776c5b782a1c_5'-Parenchyma_lung-Epithelial-Alveolar_epitheliu...",8.759435234150158E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"ToppCell Atlas","ASK440-Epithelial-Type_2|ASK440 / Donor, Lineage and Cell class of Lung cells from Dropseq","754b4202b617165c6994a0b5a9b1e486dccdd44d","toppcell_754b4202b617165c6994a0b5a9b1e486dccdd44d_ASK440-Epithelial-Type_2|ASK440_/_Donor,_Lineage...",8.759435234150158E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"ToppCell Atlas","11.5-Distal-Epithelial-Bud_tip_adjacent|Distal / Age, Tissue, Lineage and Cell class","a6a242868df0d2ff30825624a8d7c0367527594d","toppcell_a6a242868df0d2ff30825624a8d7c0367527594d_11.5-Distal-Epithelial-Bud_tip_adjacent|Distal_/...",8.759435234150158E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"ToppCell Atlas","PCW_10-12-Epithelial|PCW_10-12 / Celltypes from embryonic and fetal-stage human lung","9bfb31ff3e4f2c0a9405c418c86bfec5dbca23e2","toppcell_9bfb31ff3e4f2c0a9405c418c86bfec5dbca23e2_PCW_10-12-Epithelial|PCW_10-12_/_Celltypes_from_...",8.759435234150158E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ToppCell Atlas","E16.5-Epithelial-Epithelial_Alveolar-Epithelial_Alveolar-Sox9_Epi|E16.5 / Age_group by Lineage, Lineage_subclass, Cell_type, subtypes-by-prolif","b236be2fc0144c77a8840081bbb6ac6913e996f8","toppcell_b236be2fc0144c77a8840081bbb6ac6913e996f8_E16.5-Epithelial-Epithelial_Alveolar-Epithelial_...",8.759435234150158E-6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ToppCell Atlas","wk_20-22-Epithelial-Distal_epithelial-type_I_pneumocyte|wk_20-22 / Celltypes from embryonic and fetal-stage human lung","e24a7aaf41793abba66c1189d933ca05b14c1af9","toppcell_e24a7aaf41793abba66c1189d933ca05b14c1af9_wk_20-22-Epithelial-Distal_epithelial-type_I_pne...",8.759435234150158E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"ToppCell Atlas","IPF-Epithelial|IPF / Disease state, Lineage and Cell class","87d9881cfec461a5d89b688a83749b618c519485","toppcell_87d9881cfec461a5d89b688a83749b618c519485_IPF-Epithelial|IPF_/_Disease_state,_Lineage_and_...",8.759435234150158E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"ToppCell Atlas","3'-GW_trimst-1-SmallIntestine-Mesenchymal-mesothelial_cell-Mesothelium|GW_trimst-1 / Celltypes from developing, pediatric, Crohn's, & adult GI tract","147dc1ca5942df48a083cce39a9a7541430f8365","toppcell_147dc1ca5942df48a083cce39a9a7541430f8365_3'-GW_trimst-1-SmallIntestine-Mesenchymal-mesoth...",8.759435234150158E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"ToppCell Atlas","3'-GW_trimst-1.5-SmallIntestine-Epithelial-epithelial_progenitor_cell-Stem_cells|GW_trimst-1.5 / Celltypes from developing, pediatric, Crohn's, & adult GI tract","4deaadb9796b907b7480fb7af5ed76ebad240850","toppcell_4deaadb9796b907b7480fb7af5ed76ebad240850_3'-GW_trimst-1.5-SmallIntestine-Epithelial-epith...",8.759435234150158E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"ToppCell Atlas","COPD-Epithelial-Club|Epithelial / Disease state, Lineage and Cell class","af96fb94886e9395f3e2cd0a293af29229d017fe","toppcell_af96fb94886e9395f3e2cd0a293af29229d017fe_COPD-Epithelial-Club|Epithelial_/_Disease_state,...",8.759435234150158E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"ToppCell Atlas","droplet-Mammary_Gland-nan-18m-Epithelial-basal_cell|Mammary_Gland / Skin_Bladder_Kidney_Mammary_Gland - method, tissue, subtissue, age, lineage, cell ontology and free annotation","558324d7779463fd5cd438aee7d0f86be7366d3f","toppcell_558324d7779463fd5cd438aee7d0f86be7366d3f_droplet-Mammary_Gland-nan-18m-Epithelial-basal_c...",8.759435234150158E-6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"ToppCell Atlas","3'-Parenchyma_lung-Epithelial-Airway_epithelium-respiratory_basal_cell-Suprabasal-Suprabasal_L.0.0.2.4|3' / 5'-vs-3', Tissue groups, Lineages, Lineage subclass, Cell_type2, Cell_subtype2_L4.5","ec7b7cebf60beab1d6dbafb8d6bb832fd8380098","toppcell_ec7b7cebf60beab1d6dbafb8d6bb832fd8380098_3'-Parenchyma_lung-Epithelial-Airway_epithelium-...",8.936844850482534E-6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ToppCell Atlas","critical-Epithelial-Squamous|critical / Severity, Lineage and Cell class of Nasopharyngeal (NS) Samples from Patients and Controls","eccc80d6ab79c46b10108de1cff3abeacfc105cd","toppcell_eccc80d6ab79c46b10108de1cff3abeacfc105cd_critical-Epithelial-Squamous|critical_/_Severity...",8.936844850482534E-6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"ToppCell Atlas","5'-GW_trimst-2-LargeIntestine-Epithelial-mature_enterocytic|GW_trimst-2 / Celltypes from developing, pediatric, Crohn's, & adult GI tract","a6a27e5809ee2c9b56c7e06c35e4f140f9fa13ad","toppcell_a6a27e5809ee2c9b56c7e06c35e4f140f9fa13ad_5'-GW_trimst-2-LargeIntestine-Epithelial-mature_...",8.936844850482534E-6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ToppCell Atlas","kidney_cells-Renal_AKI_(acute_kidney_injury)|kidney_cells / Celltypes from Cells and Nuclei per compartment and clinical group","72a29a796b253a35c8772117a800d2a72fd89a3f","toppcell_72a29a796b253a35c8772117a800d2a72fd89a3f_kidney_cells-Renal_AKI_(acute_kidney_injury)|kid...",8.936844850482534E-6,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ToppCell Atlas","3'-Distal_airway-Epithelial-Airway_epithelium-respiratory_basal_cell|3' / 5'-vs-3', Tissue groups, Lineages, Lineage subclass, Cell_type2, Cell_subtype2_L4.5","c552d88dca9074e4142372674a426cb61020629f","toppcell_c552d88dca9074e4142372674a426cb61020629f_3'-Distal_airway-Epithelial-Airway_epithelium-re...",8.936844850482534E-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ToppCell Atlas","PCW_13-14-Epithelial-Epithelial_alveolar-distal|PCW_13-14 / Celltypes from embryonic and fetal-stage human lung","6852a8ec1397811bbdd1fc625c52ed4fa75a931e","toppcell_6852a8ec1397811bbdd1fc625c52ed4fa75a931e_PCW_13-14-Epithelial-Epithelial_alveolar-distal|...",8.936844850482534E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ToppCell Atlas","15-Distal-Epithelial|Distal / Age, Tissue, Lineage and Cell class","9fbd1abf050b364155a67962a9731118304f72fb","toppcell_9fbd1abf050b364155a67962a9731118304f72fb_15-Distal-Epithelial|Distal_/_Age,_Tissue,_Linea...",8.936844850482534E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ToppCell Atlas","Epithelial_cells-AT2_cells|Epithelial_cells / lung cells shred on cell class, cell subclass, sample id","59aa28a377315dfcda4d9b6ecd3419157654f24e","toppcell_59aa28a377315dfcda4d9b6ecd3419157654f24e_Epithelial_cells-AT2_cells|Epithelial_cells_/_lu...",8.936844850482534E-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"ToppCell Atlas","3'-GW_trimst-1-LargeIntestine-Epithelial-mature_enterocytic|GW_trimst-1 / Celltypes from developing, pediatric, Crohn's, & adult GI tract","755a53d4206354583bc5b76b63a0b1c9892b7382","toppcell_755a53d4206354583bc5b76b63a0b1c9892b7382_3'-GW_trimst-1-LargeIntestine-Epithelial-mature_...",8.936844850482534E-6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
